timestamp,cpu_percent,mem_used_gb,mem_available_gb,disk_read_mb,disk_write_mb,gpu_util_percent,gpu_mem_used_gb,gpu_mem_total_gb
2026-05-08T15:12:02.020860,1.8,11.33,19.16,236836.2,496308.78,17,1.83,8.0
2026-05-08T15:13:03.022763,1.8,10.96,19.53,236837.65,496334.81,15,1.79,8.0
2026-05-08T15:14:04.024764,1.8,10.92,19.58,236838.09,496355.89,9,1.79,8.0
2026-05-08T15:15:05.026936,1.8,10.92,19.57,236838.12,496362.5,18,1.78,8.0
2026-05-08T15:16:06.029042,1.6,10.94,19.55,236838.15,496373.14,14,1.78,8.0
2026-05-08T15:17:07.031186,1.5,10.95,19.55,236838.2,496382.88,12,1.78,8.0
2026-05-08T15:18:08.033014,1.6,10.93,19.57,236848.84,496391.26,11,1.77,8.0
2026-05-08T15:19:09.034761,1.4,10.91,19.59,236848.9,496400.76,12,1.77,8.0
2026-05-08T15:20:10.036648,6.7,11.06,19.43,236848.96,496408.18,7,1.64,8.0
2026-05-08T15:21:11.038648,1.8,11.07,19.43,236849.87,496417.65,8,1.64,8.0
2026-05-08T15:22:12.040506,1.4,11.09,19.41,236857.04,496431.18,12,1.64,8.0
2026-05-08T15:23:13.042645,1.4,11.27,19.23,236865.85,496486.63,8,1.72,8.0
2026-05-08T15:24:14.045003,1.4,11.06,19.44,236865.93,496494.15,14,1.72,8.0
2026-05-08T15:25:15.046939,1.6,11.07,19.43,236865.97,496503.06,8,1.71,8.0
2026-05-08T15:26:16.048820,1.6,11.07,19.43,236865.99,496512.3,14,1.71,8.0
2026-05-08T15:27:17.050903,1.4,11.06,19.43,236866.0,496522.55,9,1.71,8.0
2026-05-08T15:28:18.052855,1.3,11.08,19.42,236866.27,496534.81,7,1.72,8.0
2026-05-08T15:29:19.055511,1.4,11.04,19.46,236866.29,496545.8,7,1.72,8.0
2026-05-08T15:30:20.057421,1.6,11.13,19.37,236866.31,496557.32,14,1.71,8.0
2026-05-08T15:31:21.059413,1.6,11.15,19.35,236866.41,496566.66,15,1.71,8.0
2026-05-08T15:32:22.061202,1.4,11.14,19.36,236866.62,496578.44,6,1.72,8.0
2026-05-08T15:33:23.063147,1.4,11.15,19.35,236866.68,496589.71,9,1.72,8.0
2026-05-08T15:34:24.065110,1.5,11.15,19.35,236866.68,496597.73,20,1.72,8.0
2026-05-08T15:35:25.067188,2.4,11.16,19.33,236868.36,496607.58,12,1.72,8.0
2026-05-08T15:36:26.069056,2.3,11.16,19.34,236868.84,496619.24,11,1.72,8.0
2026-05-08T15:37:27.071329,1.6,11.16,19.34,236869.24,496632.86,13,1.73,8.0
2026-05-08T15:38:28.073223,1.4,11.16,19.34,236869.29,496641.44,10,1.73,8.0
2026-05-08T15:39:29.075257,1.4,11.08,19.42,236869.42,496656.58,9,1.72,8.0
2026-05-08T15:40:30.077293,1.9,11.07,19.42,236869.43,496669.28,7,1.72,8.0
2026-05-08T15:41:31.079387,1.2,11.07,19.42,236869.47,496678.55,8,1.72,8.0
2026-05-08T15:42:32.081247,1.3,11.08,19.42,236869.48,496688.31,7,1.72,8.0
2026-05-08T15:43:33.083218,1.6,11.11,19.39,236869.58,496699.17,16,1.71,8.0
2026-05-08T15:44:34.085219,1.3,11.1,19.4,236869.97,496709.26,11,1.72,8.0
2026-05-08T15:45:35.087635,1.3,11.1,19.39,236869.98,496719.66,7,1.72,8.0
2026-05-08T15:46:36.089494,1.5,11.1,19.39,236870.15,496729.27,12,1.72,8.0
2026-05-08T15:47:37.091471,1.3,11.13,19.37,236870.27,496740.41,9,1.72,8.0
2026-05-08T15:48:38.093478,1.4,11.16,19.33,236870.32,496755.87,16,1.72,8.0
2026-05-08T15:49:39.095534,1.4,11.15,19.34,236870.32,496766.52,9,1.72,8.0
2026-05-08T15:50:40.098037,1.1,11.16,19.34,236870.41,496777.9,8,1.71,8.0
2026-05-08T15:51:41.100296,1.4,11.18,19.32,236871.07,496786.99,18,1.72,8.0
2026-05-08T15:52:42.102261,1.4,11.19,19.3,236871.13,496799.05,9,1.72,8.0
2026-05-08T15:53:43.104206,1.4,11.19,19.3,236871.18,496812.6,8,1.72,8.0
2026-05-08T15:54:44.106147,1.4,11.16,19.33,236871.2,496823.78,6,1.72,8.0
2026-05-08T15:55:45.108037,3.8,11.17,19.32,236872.07,496837.37,24,1.84,8.0
2026-05-08T15:56:46.110023,2.3,11.19,19.3,236872.1,496847.64,18,2.12,8.0
2026-05-08T15:57:47.111723,4.1,11.21,19.28,236872.26,496860.74,30,2.1,8.0
2026-05-08T15:58:48.113605,3.8,11.24,19.25,236872.27,496873.69,34,2.1,8.0
2026-05-08T15:59:49.115821,2.0,11.22,19.28,236872.3,496887.11,18,1.86,8.0
2026-05-08T16:00:50.117925,1.6,11.21,19.28,236872.34,496899.25,8,1.77,8.0
2026-05-08T16:01:51.119802,1.8,11.18,19.32,236874.01,496907.66,12,1.75,8.0
2026-05-08T16:02:52.121697,1.7,11.14,19.36,236874.06,496918.51,15,1.78,8.0
2026-05-08T16:03:53.123729,3.8,11.17,19.32,236874.18,496934.36,37,1.78,8.0
2026-05-08T16:04:54.125765,3.4,11.21,19.28,236874.18,496946.51,40,2.04,8.0
2026-05-08T16:05:55.127646,3.1,11.23,19.27,236874.23,496953.96,31,2.02,8.0
2026-05-08T16:06:56.129613,1.8,11.2,19.3,236874.26,496965.87,8,1.99,8.0
2026-05-08T16:07:57.131497,1.8,11.31,19.19,236874.26,496982.14,17,1.97,8.0
2026-05-08T16:08:58.133268,2.1,11.36,19.14,236912.69,496998.79,20,2.0,8.0
2026-05-08T16:09:59.135150,4.6,11.84,18.65,236985.35,497031.09,5,2.01,8.0
2026-05-08T16:11:00.136934,3.3,11.37,19.12,236991.61,497069.92,34,2.01,8.0
2026-05-08T16:12:01.138839,6.0,11.33,19.16,236992.77,497086.78,45,1.95,8.0
2026-05-08T16:13:02.141079,2.6,11.32,19.18,236992.81,497100.58,21,1.94,8.0
2026-05-08T16:14:03.143154,1.9,11.31,19.18,236992.81,497112.1,18,1.94,8.0
2026-05-08T16:15:04.145111,1.8,11.3,19.19,236992.82,497122.57,6,1.89,8.0
2026-05-08T16:16:05.147011,2.5,11.35,19.14,236993.59,497136.69,14,1.93,8.0
2026-05-08T16:17:06.148873,1.8,11.06,19.43,236993.7,497152.31,16,1.89,8.0
2026-05-08T16:18:07.151095,3.4,11.05,19.45,236997.2,497166.42,8,1.89,8.0
2026-05-08T16:19:08.153172,3.8,11.11,19.38,236997.32,497185.7,35,1.96,8.0
2026-05-08T16:20:09.154997,3.5,11.12,19.37,236997.34,497198.6,35,2.07,8.0
2026-05-08T16:21:10.157090,2.3,11.1,19.4,237000.96,497205.5,8,2.07,8.0
2026-05-08T16:22:11.159277,2.0,11.12,19.37,237012.75,497216.15,15,2.07,8.0
