timestamp,cpu_percent,mem_used_gb,mem_available_gb,disk_read_mb,disk_write_mb,gpu_util_percent,gpu_mem_used_gb,gpu_mem_total_gb
2026-05-08T16:23:12.161568,2.1,11.06,19.43,237014.17,497254.37,7,2.07,8.0
2026-05-08T16:24:13.163858,3.9,11.17,19.33,237029.3,497269.9,30,1.87,8.0
2026-05-08T16:25:14.165945,3.8,11.05,19.44,237029.37,497305.29,27,2.05,8.0
2026-05-08T16:26:15.167919,3.1,11.0,19.49,237029.38,497313.33,24,2.05,8.0
2026-05-08T16:27:16.170059,1.9,10.99,19.5,237029.5,497328.14,14,2.05,8.0
2026-05-08T16:28:17.172122,1.8,11.01,19.48,237029.5,497341.84,10,2.05,8.0
2026-05-08T16:29:18.174145,1.8,10.99,19.5,237029.51,497351.12,12,2.01,8.0
2026-05-08T16:30:19.175962,1.7,11.0,19.5,237029.77,497362.25,29,1.9,8.0
2026-05-08T16:31:20.177766,4.7,10.99,19.51,237029.95,497374.4,74,1.9,8.0
2026-05-08T16:32:21.179768,3.5,11.05,19.44,237029.96,497387.99,55,2.04,8.0
2026-05-08T16:33:22.181697,3.1,11.08,19.41,237030.18,497402.7,28,2.04,8.0
2026-05-08T16:34:23.183617,3.1,11.07,19.42,237030.18,497410.98,21,2.06,8.0
2026-05-08T16:35:24.185954,2.0,11.07,19.43,237030.19,497423.68,16,2.06,8.0
2026-05-08T16:36:25.187759,1.9,11.11,19.39,237030.32,497436.46,24,2.06,8.0
2026-05-08T16:37:26.189667,4.1,11.07,19.42,237030.42,497450.74,38,1.98,8.0
2026-05-08T16:38:27.191847,2.9,11.1,19.4,237030.42,497459.23,15,1.94,8.0
2026-05-08T16:39:28.193740,2.6,11.1,19.4,237030.42,497471.39,7,1.92,8.0
2026-05-08T16:40:29.195644,2.4,11.37,19.13,237034.45,497500.18,7,1.78,8.0
2026-05-08T16:41:30.197466,4.3,11.42,19.08,237034.81,497521.44,15,1.77,8.0
2026-05-08T16:42:31.199468,2.5,11.35,19.14,237034.89,497536.39,11,1.83,8.0
2026-05-08T16:43:32.201550,3.0,11.47,19.03,237043.02,497557.53,9,1.81,8.0
2026-05-08T16:44:33.203769,3.9,11.35,19.14,237043.39,497585.87,2,1.79,8.0
2026-05-08T16:45:34.205745,2.8,11.49,19.01,237043.48,497612.46,35,1.77,8.0
2026-05-08T16:46:35.208022,2.8,11.51,18.99,237043.49,497621.44,39,1.77,8.0
2026-05-08T16:47:36.210167,2.5,11.5,18.99,237043.5,497636.23,17,1.77,8.0
2026-05-08T16:48:37.212138,2.6,11.51,18.99,237043.58,497648.72,41,1.76,8.0
2026-05-08T16:49:38.214246,2.2,11.47,19.03,237043.58,497660.73,37,1.76,8.0
2026-05-08T16:50:39.216128,2.1,11.45,19.04,237043.58,497672.15,10,1.74,8.0
2026-05-08T16:51:40.218320,2.6,11.45,19.05,237043.71,497682.84,16,1.74,8.0
2026-05-08T16:52:41.220717,1.8,11.44,19.06,237043.74,497693.04,7,1.74,8.0
2026-05-08T16:53:42.222467,1.8,11.45,19.04,237043.82,497711.4,2,1.74,8.0
2026-05-08T16:54:43.224307,7.5,11.57,18.93,237043.82,497724.53,25,1.74,8.0
2026-05-08T16:55:44.226185,3.6,11.27,19.22,237043.84,497734.26,31,1.73,8.0
2026-05-08T16:56:45.228427,1.9,11.27,19.22,237043.86,497746.21,7,1.74,8.0
2026-05-08T16:57:46.230391,2.8,11.26,19.23,237043.92,497764.26,22,1.74,8.0
2026-05-08T16:58:47.232300,2.1,11.27,19.22,237043.92,497781.01,14,1.76,8.0
2026-05-08T16:59:48.234368,2.0,11.29,19.2,237043.92,497793.97,8,1.74,8.0
2026-05-08T17:00:49.236496,1.4,11.24,19.25,237044.07,497803.15,5,1.75,8.0
2026-05-08T17:01:50.238372,1.4,11.25,19.24,237044.08,497815.04,4,1.75,8.0
2026-05-08T17:02:51.240676,1.7,11.26,19.24,237044.09,497827.31,2,1.75,8.0
2026-05-08T17:03:52.242628,1.4,11.3,19.2,237044.36,497844.02,2,1.75,8.0
2026-05-08T17:04:53.244689,1.6,11.22,19.27,237044.45,497859.89,4,1.74,8.0
2026-05-08T17:05:54.246832,1.7,11.27,19.23,237044.46,497870.22,6,1.71,8.0
2026-05-08T17:06:55.248999,1.4,11.26,19.23,237044.49,497882.16,2,1.71,8.0
2026-05-08T17:07:56.251340,1.3,11.25,19.25,237044.49,497896.55,2,1.71,8.0
2026-05-08T17:08:57.253727,1.3,11.26,19.24,237044.5,497904.03,5,1.71,8.0
2026-05-08T17:09:58.255894,1.3,11.28,19.22,237044.5,497918.66,2,1.71,8.0
2026-05-08T17:10:59.257907,1.3,11.35,19.14,237044.65,497929.02,5,1.61,8.0
2026-05-08T17:12:00.259839,1.3,11.35,19.14,237044.65,497940.15,2,1.61,8.0
2026-05-08T17:13:01.261949,1.4,11.35,19.14,237044.66,497952.62,2,1.62,8.0
2026-05-08T17:14:02.263724,1.3,11.4,19.1,237044.66,497961.57,4,1.62,8.0
2026-05-08T17:15:03.265953,1.3,11.41,19.09,237044.66,497974.65,2,1.62,8.0
2026-05-08T17:16:04.267976,1.3,11.41,19.08,237044.7,497984.49,2,1.62,8.0
2026-05-08T17:17:05.270230,1.4,11.4,19.1,237044.7,497996.11,2,1.62,8.0
2026-05-08T17:18:06.272014,1.3,11.4,19.1,237044.73,498007.79,4,1.62,8.0
2026-05-08T17:19:07.273840,1.4,11.42,19.08,237044.75,498014.8,6,1.62,8.0
2026-05-08T17:20:08.275985,1.3,11.41,19.09,237044.78,498025.93,5,1.62,8.0
2026-05-08T17:21:09.278380,1.4,11.42,19.08,237044.87,498038.4,2,1.62,8.0
2026-05-08T17:22:10.280123,1.5,11.44,19.06,237044.89,498052.04,5,1.62,8.0
2026-05-08T17:23:11.282179,1.4,11.54,18.96,237044.95,498090.52,2,1.62,8.0
2026-05-08T17:24:12.284004,1.4,11.51,18.99,237045.03,498097.84,5,1.62,8.0
2026-05-08T17:25:13.285713,1.3,11.51,18.99,237045.03,498109.54,4,1.62,8.0
2026-05-08T17:26:14.287701,1.2,11.42,19.07,237045.06,498120.5,5,1.64,8.0
2026-05-08T17:27:15.289871,1.3,11.43,19.07,237045.13,498133.25,5,1.63,8.0
2026-05-08T17:28:16.292291,1.5,11.37,19.12,237045.65,498156.56,2,1.71,8.0
2026-05-08T17:29:17.294780,1.4,11.36,19.14,237045.65,498164.62,3,1.71,8.0
2026-05-08T17:30:18.297351,1.7,11.37,19.13,237045.66,498178.13,6,1.71,8.0
2026-05-08T17:31:19.299912,1.6,11.37,19.13,237045.68,498192.26,2,1.71,8.0
2026-05-08T17:32:20.302119,1.7,11.38,19.11,237045.74,498207.85,5,1.71,8.0
2026-05-08T17:33:21.304233,1.6,11.3,19.2,237045.75,498221.77,3,1.71,8.0
2026-05-08T17:34:22.306224,1.4,11.3,19.2,237045.75,498233.62,4,1.71,8.0
2026-05-08T17:35:23.308370,1.3,11.31,19.18,237045.76,498247.58,2,1.68,8.0
2026-05-08T17:36:24.310553,1.4,11.31,19.19,237045.76,498259.42,2,1.68,8.0
2026-05-08T17:37:25.312471,1.6,11.31,19.19,237045.76,498267.94,2,1.69,8.0
2026-05-08T17:38:26.314528,1.4,11.31,19.19,237045.78,498285.99,2,1.69,8.0
2026-05-08T17:39:27.316907,1.5,11.31,19.19,237045.78,498297.47,2,1.69,8.0
2026-05-08T17:40:28.318993,1.4,11.38,19.12,237045.8,498310.63,2,1.62,8.0
2026-05-08T17:41:29.321328,1.3,11.4,19.1,237045.83,498323.01,5,1.61,8.0
2026-05-08T17:42:30.323356,2.9,11.43,19.07,237045.98,498333.7,2,1.61,8.0
2026-05-08T17:43:31.325539,1.4,11.41,19.08,237046.06,498346.46,6,1.62,8.0
2026-05-08T17:44:32.327586,1.5,11.42,19.08,237046.07,498357.4,2,1.62,8.0
2026-05-08T17:45:33.329651,1.5,11.43,19.07,237046.07,498371.24,3,1.62,8.0
2026-05-08T17:46:34.331605,1.3,11.42,19.07,237046.1,498378.7,2,1.62,8.0
2026-05-08T17:47:35.333517,1.4,11.34,19.16,237046.11,498394.88,2,1.71,8.0
2026-05-08T17:48:36.335601,1.4,11.35,19.14,237046.12,498407.06,2,1.71,8.0
2026-05-08T17:49:37.337636,1.4,11.34,19.15,237046.12,498419.38,6,1.71,8.0
2026-05-08T17:50:38.339709,1.3,11.35,19.14,237046.15,498429.38,6,1.71,8.0
2026-05-08T17:51:39.341635,1.4,11.44,19.06,237046.18,498444.12,2,1.71,8.0
2026-05-08T17:52:40.343668,1.4,11.46,19.04,237046.19,498458.0,2,1.71,8.0
2026-05-08T17:53:41.346021,1.3,11.44,19.05,237046.19,498469.81,7,1.71,8.0
2026-05-08T17:54:42.348115,1.3,11.44,19.05,237046.19,498477.2,2,1.71,8.0
2026-05-08T17:55:43.350137,1.3,11.53,18.97,237046.22,498489.17,5,1.61,8.0
2026-05-08T17:56:44.352128,1.4,11.47,19.02,237046.27,498509.87,2,1.71,8.0
2026-05-08T17:57:45.354239,1.7,11.49,19.01,237046.3,498524.6,2,1.71,8.0
2026-05-08T17:58:46.356470,1.4,11.48,19.02,237046.3,498537.25,2,1.72,8.0
2026-05-08T17:59:47.358621,1.3,11.49,19.0,237046.33,498545.91,5,1.72,8.0
2026-05-08T18:00:48.360806,1.7,11.49,19.0,237046.49,498562.08,5,1.72,8.0
2026-05-08T18:01:49.363123,1.4,11.58,18.91,237046.49,498577.95,5,1.72,8.0
2026-05-08T18:02:50.365121,1.3,11.58,18.92,237046.51,498591.74,2,1.72,8.0
2026-05-08T18:03:51.367489,1.4,11.59,18.91,237046.54,498600.32,4,1.72,8.0
2026-05-08T18:04:52.369413,1.4,11.58,18.91,237046.58,498611.86,4,1.72,8.0
2026-05-08T18:05:53.371362,1.6,11.65,18.85,237098.04,498634.65,5,1.61,8.0
2026-05-08T18:06:54.373376,1.5,11.65,18.84,237098.08,498653.1,5,1.61,8.0
2026-05-08T18:07:55.375470,1.4,11.67,18.83,237098.11,498662.28,2,1.61,8.0
2026-05-08T18:08:56.377556,1.3,11.66,18.83,237098.11,498673.54,2,1.61,8.0
2026-05-08T18:09:57.379523,1.6,11.62,18.87,237098.11,498685.4,2,1.61,8.0
2026-05-08T18:10:58.381681,1.3,11.42,19.08,237098.15,498702.55,4,1.61,8.0
2026-05-08T18:11:59.383670,1.3,11.44,19.06,237098.15,498715.21,5,1.61,8.0
2026-05-08T18:13:00.385634,1.6,11.46,19.04,237098.17,498725.31,6,1.61,8.0
2026-05-08T18:14:01.387988,1.6,11.46,19.03,237098.17,498738.5,6,1.61,8.0
2026-05-08T18:15:02.390066,1.6,11.46,19.04,237098.17,498753.05,4,1.61,8.0
2026-05-08T18:16:03.391970,1.6,11.46,19.03,237098.19,498766.39,5,1.61,8.0
2026-05-08T18:17:04.394154,1.3,11.46,19.03,237098.19,498781.08,4,1.61,8.0
2026-05-08T18:18:05.396251,1.4,11.45,19.04,237102.33,498794.63,5,1.61,8.0
2026-05-08T18:19:06.398312,1.2,11.46,19.04,237102.33,498807.65,2,1.61,8.0
2026-05-08T18:20:07.400499,1.4,11.47,19.02,237102.55,498825.48,3,1.62,8.0
2026-05-08T18:21:08.402595,1.3,11.47,19.02,237102.55,498840.81,2,1.62,8.0
2026-05-08T18:22:09.404573,1.4,11.5,18.99,237102.57,498851.74,5,1.62,8.0
2026-05-08T18:23:10.406683,1.4,11.51,18.99,237102.58,498890.02,2,1.62,8.0
2026-05-08T18:24:11.408669,1.6,11.49,19.01,237102.59,498904.26,4,1.62,8.0
2026-05-08T18:25:12.410544,1.4,11.46,19.04,237113.49,498975.41,6,1.68,8.0
2026-05-08T18:26:13.412721,1.8,11.41,19.09,237113.66,498986.99,5,1.68,8.0
2026-05-08T18:27:14.414793,1.3,11.42,19.07,237113.67,499000.95,2,1.68,8.0
2026-05-08T18:28:15.416874,1.5,11.42,19.08,237113.69,499015.62,5,1.68,8.0
2026-05-08T18:29:16.418924,3.0,11.53,18.97,237113.69,499032.2,16,1.68,8.0
2026-05-08T18:30:17.421073,1.5,11.57,18.93,237117.47,499051.37,2,1.62,8.0
2026-05-08T18:31:18.423232,1.6,11.57,18.92,237117.49,499063.06,3,1.62,8.0
2026-05-08T18:32:19.425562,1.5,11.59,18.9,237117.49,499075.94,5,1.62,8.0
2026-05-08T18:33:20.427384,1.6,11.57,18.92,237117.5,499087.08,7,1.62,8.0
2026-05-08T18:34:21.429787,1.3,11.58,18.91,237117.5,499094.94,5,1.62,8.0
2026-05-08T18:35:22.431927,1.5,11.58,18.92,237117.52,499106.16,2,1.61,8.0
2026-05-08T18:36:23.434066,1.4,11.58,18.92,237117.53,499120.98,6,1.61,8.0
2026-05-08T18:37:24.436020,1.4,11.58,18.91,237117.54,499133.35,2,1.61,8.0
2026-05-08T18:38:25.438170,2.6,11.59,18.91,237117.57,499144.94,8,1.62,8.0
2026-05-08T18:39:26.439959,1.4,11.67,18.82,237117.57,499154.15,2,1.61,8.0
2026-05-08T18:40:27.441919,1.4,11.65,18.84,237117.57,499167.83,5,1.61,8.0
2026-05-08T18:41:28.444251,1.5,11.65,18.84,237117.57,499181.99,5,1.62,8.0
2026-05-08T18:42:29.446286,1.4,11.65,18.84,237117.58,499194.78,2,1.62,8.0
2026-05-08T18:43:30.448419,1.5,11.66,18.84,237117.6,499206.53,5,1.62,8.0
2026-05-08T18:44:31.450579,2.6,11.66,18.84,237117.62,499214.15,2,1.62,8.0
2026-05-08T18:45:32.452730,2.1,11.67,18.83,237117.75,499232.66,2,1.62,8.0
2026-05-08T18:46:33.454732,1.6,11.68,18.82,237117.75,499244.53,3,1.62,8.0
2026-05-08T18:47:34.456844,1.3,11.58,18.91,237117.76,499257.35,3,1.72,8.0
2026-05-08T18:48:35.458889,1.5,11.41,19.08,237117.76,499266.98,11,1.72,8.0
2026-05-08T18:49:36.461354,1.3,11.41,19.09,237117.78,499278.79,2,1.71,8.0
2026-05-08T18:50:37.463415,1.6,11.4,19.1,237117.78,499293.06,2,1.71,8.0
2026-05-08T18:51:38.465509,1.5,11.41,19.09,237117.8,499306.84,2,1.71,8.0
2026-05-08T18:52:39.467565,1.6,11.44,19.06,237117.84,499317.95,5,1.71,8.0
2026-05-08T18:53:40.469928,1.4,11.43,19.07,237117.85,499330.69,5,1.71,8.0
2026-05-08T18:54:41.471972,1.3,11.43,19.06,237117.87,499342.93,5,1.71,8.0
2026-05-08T18:55:42.474763,1.4,11.5,18.99,237117.87,499358.89,3,1.64,8.0
2026-05-08T18:56:43.476726,1.3,11.46,19.04,237117.95,499383.58,2,1.72,8.0
2026-05-08T18:57:44.478643,1.4,11.36,19.14,237117.96,499396.42,5,1.72,8.0
2026-05-08T18:58:45.481099,1.7,11.34,19.15,237117.96,499408.7,3,1.72,8.0
2026-05-08T18:59:46.483096,1.6,11.34,19.16,237117.96,499421.64,5,1.72,8.0
2026-05-08T19:00:47.484851,1.4,11.34,19.15,237118.0,499437.58,2,1.72,8.0
2026-05-08T19:01:48.486938,1.6,11.32,19.17,237118.04,499449.15,5,1.71,8.0
2026-05-08T19:02:49.489210,1.7,11.31,19.18,237118.06,499464.19,2,1.71,8.0
2026-05-08T19:03:50.490953,1.7,11.33,19.17,237118.06,499476.64,5,1.71,8.0
2026-05-08T19:04:51.492916,1.4,11.33,19.16,237118.07,499489.36,2,1.71,8.0
2026-05-08T19:05:52.495418,1.4,11.41,19.08,237118.1,499501.23,2,1.61,8.0
2026-05-08T19:06:53.497461,1.7,11.4,19.1,237118.12,499517.97,2,1.61,8.0
2026-05-08T19:07:54.499626,1.4,11.48,19.02,237118.14,499533.99,6,1.61,8.0
2026-05-08T19:08:55.501776,1.5,11.49,19.01,237118.14,499549.39,4,1.61,8.0
2026-05-08T19:09:56.503946,1.5,11.48,19.01,237118.17,499562.63,2,1.61,8.0
2026-05-08T19:10:57.505871,1.5,11.49,19.0,237118.17,499576.85,5,1.61,8.0
2026-05-08T19:11:58.508424,1.6,11.49,19.0,237118.17,499591.13,6,1.61,8.0
2026-05-08T19:12:59.510627,1.6,11.5,18.99,237118.18,499606.45,5,1.61,8.0
2026-05-08T19:14:00.512737,1.6,11.54,18.96,237119.41,499618.91,5,1.61,8.0
2026-05-08T19:15:01.514789,1.7,11.53,18.97,237122.49,499632.71,6,1.62,8.0
2026-05-08T19:16:02.516956,1.4,11.52,18.97,237122.49,499646.85,2,1.61,8.0
2026-05-08T19:17:03.518970,1.6,11.62,18.88,237122.49,499662.26,2,1.61,8.0
2026-05-08T19:18:04.521040,1.4,11.63,18.87,237122.49,499677.34,2,1.61,8.0
2026-05-08T19:19:05.522764,1.4,11.63,18.86,237122.54,499690.81,2,1.61,8.0
2026-05-08T19:20:06.524672,1.2,11.62,18.88,237122.54,499703.32,2,1.61,8.0
2026-05-08T19:21:07.526754,1.3,11.64,18.86,237124.15,499713.69,2,1.62,8.0
2026-05-08T19:22:08.528850,1.5,11.62,18.87,237124.16,499729.95,6,1.62,8.0
2026-05-08T19:23:09.531434,1.3,11.62,18.87,237124.16,499771.33,2,1.62,8.0
2026-05-08T19:24:10.533650,1.4,11.62,18.88,237124.19,499788.65,7,1.63,8.0
2026-05-08T19:25:11.535629,1.3,11.6,18.9,237124.21,499810.79,2,1.64,8.0
2026-05-08T19:26:12.537901,3.0,12.36,18.13,237162.88,499859.99,2,1.83,8.0
2026-05-08T19:27:13.540077,2.1,12.18,18.31,237181.02,499905.17,15,1.82,8.0
2026-05-08T19:28:14.542182,2.0,12.08,18.41,237181.02,499923.53,10,1.83,8.0
2026-05-08T19:29:15.544203,2.1,12.08,18.42,237181.08,499938.3,39,1.82,8.0
2026-05-08T19:30:16.546215,1.9,12.06,18.44,237181.13,499954.12,32,1.81,8.0
2026-05-08T19:31:17.548372,2.3,12.09,18.4,237181.17,499974.48,24,1.81,8.0
2026-05-08T19:32:18.550646,2.3,12.11,18.38,237181.18,499990.91,44,1.81,8.0
2026-05-08T19:33:19.552415,2.4,12.11,18.38,237181.18,500005.8,44,1.81,8.0
2026-05-08T19:34:20.554743,2.1,12.1,18.39,237181.18,500015.66,31,1.81,8.0
2026-05-08T19:35:21.556817,1.8,12.17,18.32,237181.22,500034.8,35,1.73,8.0
2026-05-08T19:36:22.558541,2.1,12.18,18.31,237181.22,500054.96,39,1.73,8.0
2026-05-08T19:37:23.560779,2.2,12.2,18.3,237181.22,500070.76,17,1.73,8.0
2026-05-08T19:38:24.562851,1.9,12.19,18.3,237181.35,500090.28,20,1.73,8.0
2026-05-08T19:39:25.565386,2.1,12.2,18.3,237181.36,500103.84,25,1.73,8.0
2026-05-08T19:40:26.567380,2.1,12.22,18.28,237181.36,500123.67,7,1.73,8.0
2026-05-08T19:41:27.569460,2.2,12.2,18.29,237181.36,500140.35,5,1.73,8.0
2026-05-08T19:42:28.571502,2.0,12.21,18.28,237181.42,500150.43,10,1.73,8.0
2026-05-08T19:43:29.573735,2.2,12.2,18.29,237181.42,500165.14,2,1.73,8.0
2026-05-08T19:44:30.575428,2.2,12.21,18.28,237181.45,500180.53,2,1.73,8.0
2026-05-08T19:45:31.577533,2.6,12.3,18.2,237181.46,500203.82,3,1.73,8.0
2026-05-08T19:46:32.579625,2.1,12.29,18.2,237181.49,500214.65,3,1.73,8.0
2026-05-08T19:47:33.581766,2.3,12.28,18.21,237181.49,500230.82,2,1.73,8.0
2026-05-08T19:48:34.583788,3.9,12.29,18.21,237181.52,500244.4,2,1.73,8.0
2026-05-08T19:49:35.585886,2.1,12.3,18.2,237181.53,500259.8,2,1.72,8.0
2026-05-08T19:50:36.587965,1.8,12.33,18.16,237181.53,500272.35,2,1.72,8.0
2026-05-08T19:51:37.590102,2.3,12.31,18.19,237181.7,500289.88,2,1.72,8.0
2026-05-08T19:52:38.592260,2.4,12.35,18.15,237181.7,500305.32,2,1.72,8.0
2026-05-08T19:53:39.594406,2.3,12.32,18.17,237181.71,500319.77,9,1.74,8.0
2026-05-08T19:54:40.596518,1.9,12.45,18.04,237181.71,500331.8,9,1.74,8.0
2026-05-08T19:55:41.598243,2.1,12.42,18.08,237181.74,500352.5,9,1.74,8.0
2026-05-08T19:56:42.600386,2.2,12.43,18.07,237181.74,500367.67,28,1.74,8.0
2026-05-08T19:57:43.602545,2.6,12.5,17.99,237181.75,500384.75,13,1.74,8.0
2026-05-08T19:58:44.604574,2.4,12.48,18.01,237181.77,500399.28,48,1.74,8.0
2026-05-08T19:59:45.606630,2.3,12.5,18.0,237181.77,500408.31,48,1.74,8.0
2026-05-08T20:00:46.608818,2.1,12.54,17.95,237181.78,500429.89,46,1.72,8.0
2026-05-08T20:01:47.611223,2.3,12.56,17.94,237181.78,500445.23,40,1.72,8.0
2026-05-08T20:02:48.613384,2.3,12.57,17.92,237181.79,500456.04,41,1.72,8.0
2026-05-08T20:03:49.615471,4.5,12.74,17.76,237182.54,500472.6,41,1.78,8.0
2026-05-08T20:04:50.617637,1.7,12.4,18.1,237322.01,500840.5,11,1.81,8.0
2026-05-08T20:05:51.619701,1.5,12.33,18.17,237632.7,500907.93,7,1.84,8.0
2026-05-08T20:06:52.621728,3.7,12.18,18.31,239140.15,501001.82,16,1.83,8.0
2026-05-08T20:07:53.623712,3.7,12.25,18.25,239621.0,501029.27,42,1.85,8.0
2026-05-08T20:08:54.625742,3.2,13.18,17.32,240316.01,501383.39,7,1.84,8.0
2026-05-08T20:09:55.628050,3.5,13.23,17.27,240327.87,501446.69,37,1.87,8.0
2026-05-08T20:10:56.630192,3.7,13.15,17.34,240328.16,501469.84,35,1.83,8.0
2026-05-08T20:11:57.632135,3.6,13.07,17.42,240330.03,501488.84,15,1.85,8.0
2026-05-08T20:12:58.634265,4.0,13.12,17.38,240330.12,501502.62,32,1.85,8.0
2026-05-08T20:13:59.636347,4.0,13.11,17.38,240338.4,501517.1,28,1.83,8.0
2026-05-08T20:15:00.638325,3.1,13.16,17.33,240338.45,501536.98,49,1.83,8.0
2026-05-08T20:16:01.640599,2.7,13.1,17.4,240338.58,501566.09,17,1.86,8.0
2026-05-08T20:17:02.642592,2.1,13.05,17.44,240338.73,501585.13,20,1.87,8.0
2026-05-08T20:18:03.644970,2.3,13.08,17.42,240338.75,501597.27,10,1.86,8.0
2026-05-08T20:19:04.646888,2.1,13.15,17.34,240350.09,501615.81,6,1.89,8.0
2026-05-08T20:20:05.648867,1.9,13.13,17.36,240351.82,501637.62,30,1.88,8.0
2026-05-08T20:21:06.651183,2.0,13.19,17.31,240352.35,501659.97,24,1.87,8.0
2026-05-08T20:22:07.653533,2.0,13.19,17.31,240364.81,501700.48,19,1.86,8.0
2026-05-08T20:23:08.655492,2.4,13.16,17.33,240370.29,501957.9,30,1.85,8.0
2026-05-08T20:24:09.657800,2.6,13.26,17.24,240376.12,501980.43,19,1.85,8.0
2026-05-08T20:25:10.659917,5.6,13.47,17.03,240391.36,502011.65,39,1.88,8.0
2026-05-08T20:26:11.661729,4.3,13.43,17.06,240430.82,502054.14,14,1.98,8.0
2026-05-08T20:27:12.663641,4.0,13.38,17.12,240441.2,502078.73,57,1.88,8.0
2026-05-08T20:28:13.665760,3.8,13.35,17.15,240441.36,502091.53,40,1.86,8.0
2026-05-08T20:29:14.667895,3.2,13.34,17.15,240441.37,502109.52,11,1.86,8.0
2026-05-08T20:30:15.670086,2.0,13.44,17.06,240447.87,502134.01,7,1.84,8.0
2026-05-08T20:31:16.672242,1.8,13.44,17.05,240452.72,502153.93,7,1.83,8.0
2026-05-08T20:32:17.674335,1.8,13.37,17.12,240452.8,502171.59,12,1.83,8.0
2026-05-08T20:33:18.676635,1.6,13.34,17.16,240452.83,502181.5,17,1.83,8.0
2026-05-08T20:34:19.678366,1.3,13.32,17.17,240452.83,502196.74,15,1.83,8.0
2026-05-08T20:35:20.680540,1.6,13.36,17.14,240453.45,502218.7,11,1.82,8.0
2026-05-08T20:36:21.682645,1.5,13.35,17.14,240453.46,502237.6,18,1.82,8.0
2026-05-08T20:37:22.685153,1.7,13.34,17.15,240453.46,502253.46,15,1.82,8.0
2026-05-08T20:38:23.687176,1.6,13.36,17.14,240468.1,502278.37,18,1.82,8.0
2026-05-08T20:39:24.689253,1.5,13.42,17.08,240468.13,502291.34,12,1.82,8.0
2026-05-08T20:40:25.691256,1.4,13.39,17.11,240468.15,502310.16,13,1.81,8.0
2026-05-08T20:41:26.693382,1.6,13.39,17.11,240468.19,502322.78,13,1.81,8.0
2026-05-08T20:42:27.695230,1.6,13.39,17.11,240468.19,502338.67,7,1.81,8.0
2026-05-08T20:43:28.697661,1.9,13.4,17.09,240468.19,502347.14,8,1.81,8.0
2026-05-08T20:44:29.699664,1.8,13.4,17.09,240468.22,502361.65,6,1.82,8.0
2026-05-08T20:45:30.702071,1.7,13.39,17.1,240468.35,502384.58,11,1.82,8.0
2026-05-08T20:46:31.704509,1.6,13.38,17.11,240469.58,502401.53,7,1.82,8.0
2026-05-08T20:47:32.706469,1.8,13.42,17.07,240469.76,502422.58,16,1.82,8.0
2026-05-08T20:48:33.708571,1.6,13.4,17.1,240469.76,502432.77,12,1.82,8.0
2026-05-08T20:49:34.710517,1.6,13.45,17.05,240469.76,502448.62,13,1.82,8.0
2026-05-08T20:50:35.712246,2.1,13.45,17.05,240469.76,502467.14,11,1.82,8.0
2026-05-08T20:51:36.714639,2.9,13.45,17.05,240469.77,502483.06,8,1.82,8.0
2026-05-08T20:52:37.716669,1.8,13.49,17.01,240545.75,502501.28,14,1.82,8.0
2026-05-08T20:53:38.718617,1.6,13.46,17.04,240545.76,502512.82,7,1.81,8.0
2026-05-08T20:54:39.720713,1.6,13.46,17.04,240545.77,502527.69,9,1.81,8.0
2026-05-08T20:55:40.722542,1.9,13.45,17.05,240545.77,502547.19,14,1.81,8.0
2026-05-08T20:56:41.724813,1.3,13.49,17.0,240546.8,502563.73,12,1.81,8.0
2026-05-08T20:57:42.727240,1.4,13.46,17.03,240546.8,502581.85,13,1.81,8.0
2026-05-08T20:58:43.729367,1.6,13.51,16.99,240546.81,502592.47,11,1.81,8.0
2026-05-08T20:59:44.731450,1.6,13.48,17.01,240546.81,502608.74,11,1.81,8.0
2026-05-08T21:00:45.733590,1.6,13.45,17.05,240553.1,502630.47,9,1.81,8.0
2026-05-08T21:01:46.735702,1.5,13.48,17.01,240553.82,502646.82,11,1.81,8.0
2026-05-08T21:02:47.737690,1.5,13.51,16.99,240553.85,502665.08,17,1.81,8.0
2026-05-08T21:03:48.739883,2.0,13.5,16.99,240553.85,502674.96,10,1.81,8.0
2026-05-08T21:04:49.742016,1.6,13.51,16.99,240553.91,502695.23,11,1.81,8.0
2026-05-08T21:05:50.744005,1.4,13.53,16.97,240553.92,502717.37,17,1.81,8.0
2026-05-08T21:06:51.745740,1.6,13.52,16.98,240553.92,502735.74,9,1.81,8.0
2026-05-08T21:07:52.748052,1.6,13.29,17.21,240553.95,502750.48,7,1.81,8.0
2026-05-08T21:08:53.750098,1.8,13.19,17.3,240553.99,502770.82,11,1.81,8.0
2026-05-08T21:09:54.752136,1.5,13.18,17.32,240553.99,502785.55,11,1.81,8.0
2026-05-08T21:10:55.754421,1.8,13.19,17.31,240554.09,502796.76,18,1.81,8.0
2026-05-08T21:11:56.756552,1.5,13.2,17.3,240554.19,502813.24,8,1.81,8.0
2026-05-08T21:12:57.758686,1.6,13.18,17.32,240554.19,502830.45,13,1.81,8.0
2026-05-08T21:13:58.760836,1.4,13.2,17.3,240554.21,502849.99,15,1.81,8.0
2026-05-08T21:14:59.762922,1.4,13.2,17.3,240554.22,502864.46,8,1.81,8.0
2026-05-08T21:16:00.764874,1.8,13.18,17.31,240554.22,502877.26,12,1.81,8.0
2026-05-08T21:17:01.767115,1.6,13.2,17.29,240554.22,502892.26,11,1.81,8.0
